nom;categorie;description;image;fichier_source
Restaurant - bar d'altitude le Grand Tétras;Restauration et gastronomie;Ce restaurant d'altitude situé à la gare d'arrivée du télécombi du Mont-Rond vous accueille aux horaires d'ouverture des télécabines été comme hiver. Self-service. Banquets et mariages sur réservation.;;0/0b/13-0be07d4e-d723-344e-8e83-d99f2031ae7b.json
"Exposition ""Croisement de Cultures""";Culture et patrimoine;Exposition de céramique de B. Weibel et P. Rouby;;0/0b/13-0be0c89f-ca96-32f6-941b-42a9d1922e19.json
Bar à bière - Restauration le midi - Brasserie d'Oé;Restauration et gastronomie;Brasserie d'Oé : NOUVEAU : restauration le midi (du mardi au samedi) plat du jour cuisiné à partir de produits locaux et bio aux influences d'ici et du monde. Goûter et apéro en famille ou entre amis.;;0/0b/13-0be14fd9-81ba-31d4-87b5-c3c53687fe53.json
Not A Beer;Autres points d'intérêt;Bières artisanales, bières régionales et bières du monde à consommer sur place ou à emporter en bouteille ou a se faire livrer avec la cave spécialisée voisine du bar. 10 bières pressions et 220 références en bouteilles.;;0/0b/13-0be17ccb-d193-30db-ad26-80c8285cc3df.json
N°54 – Le Plateau de la Verrerie - Espace VTT-FFC Massif des Bois Noirs;Sports et activités outdoor;Au départ du plateau de la Verrerie, joli parcours adapté au débutant avec de beaux points de vue.;;0/0b/13-0be617b8-f646-37dd-9ce8-3a4c5d7248ab.json
Eglise Sainte-Marie à Vizille;Culture et patrimoine;Cette élégante et discrète église classique datant du XVIIIème siècle a été récemment rénovée. Elle présente un intérieur sobre et lumineux.;;0/0b/13-0beb1c57-29ac-3401-b324-e6c93034d5f5.json
Autour de Sainte Sigolène;Autres points d'intérêt;Le temps des vacances, c'est LE moment de se  retrouver en famille, de partir à la découverte d'un village, d'un site en crapahutant dans les Gorges et finir sa journée avec les animaux.;;0/0b/13-0beb9d5d-68ae-322e-81b1-ba8572bc0fdd.json
Le Warhol;Autres points d'intérêt;Le Warhol, c'est the place to be pour les plus de 25 ans ! Un bar chaleureux, de délicieuses pizzas, des planches à partager, des soirées à thème, des cours de danse et une discothèque pour des moments festifs et conviviaux.;;0/0b/13-0beca3a0-50c3-385e-88b0-42c76f58b8ab.json
Exposition de plein air : Eau source du patrimoine;Culture et patrimoine;"Elément indispensable à notre vie, l'eau nous constitue et nous entoure.
L'objectif du photographe Jérémie Mazet dévoile les paysages du Velay façonnés par l'eau.";;0/0b/13-0beee88c-3ca0-388e-bf95-56eede50680d.json
Site d'escalade - Les Cornettes de Bise;Autres points d'intérêt;Le massif des Cornettes de Bise (2432 m)  propose une grande diversité de voies, une soixantaine. On y trouve trois sites : Cornettes, Pavis et Velan, bien individualisés et qui ont tous en commun un accès facile par la route de Bise.;;0/0b/13-0beee9c6-f767-32cf-bc0b-2acee6fd4446.json
Le Merlet;Autres points d'intérêt;Escale gourmande et locavore avec vue panoramique sur la Forêt de Saoû, située à 2 pas du site médiéval de Soyans. Fabienne et Eric vous accueillent et vous régalent avec une cuisine de terroir.;;0/0b/13-0bf0e604-9efd-3a01-91ac-a52306405972.json
L'Abel Découverte;Autres points d'intérêt;Découvrez L'Abel Découverte à Varennes-sur-Allier, le rendez-vous des amateurs de burgers, faits avec des produits locaux.;;0/0b/13-0bf1956d-1d38-3268-8f3a-8f0f45fad154.json
Hotelo Lyon Ainay;Autres points d'intérêt;Idéalement situé en centre-ville, à proximité du quartier du Vieux-Lyon et de ses musées, cet hôtel est l'adresse idéale pour un séjour touristique ou d'affaires.;;0/0b/13-0bf2c237-25c5-3977-94df-0814a3f90b1a.json
"Rallye Photos participatif : ""Encore là - Valence, centre ville, 1891""";Autres points d'intérêt;"Retour il y a 130 ans, en 1891, pour retrouver les lieux de ces 6 clichés du centre ville de Valence.
Pour chaque photo, une zone à explorer avec une question d'observation associée au lieu.
Pensez à bien observer l'angle de prise de vue.";;0/0b/13-0bf3ca77-a37a-38b4-b2a1-01da54b2aec1.json
Course d'orientation - La Tour village - Parcours vert;Nature et détente;2ème SEMESTRE 2025 : pour améliorer votre pratique, ce parcours est actuellement en cours de vérification. Certains postes sont manquants, d’autres en mauvais état. Merci pour votre compréhension;;0/0b/13-0bf4382d-ed98-31e8-9b66-adf35cf97201.json
Les ruines du château fortifié et la table d'orientation;Restauration et gastronomie;le château fortifié du XIIe aujourd'hui en ruines et sa table d'orientation sur la colline qui domine la plaine de la Valdaine;;0/0b/13-0bf70bda-b9c4-3907-b9af-482814206c2f.json
Le Bosquet;Nature et détente;Le Bosquet redonne vie aux saveurs oubliées et aux apéritifs français . Venez découvrir toute nos spécialités, apéritifs, bières et planches;;0/0b/13-0bf79cf0-224a-34a3-be42-0c554e26dea2.json
Auberge Saint-Michel;Hébergement;Au sein de cette charmante auberge à proximité de Grenoble, dans la grande salle où trône un poêle ou en terrasse dans un patio calme et ombragé, savourez, dans une explosion de saveurs équilibrées et inventives, une cuisine traditionnelle et généreuse.;;0/0b/13-0bfb4b6f-0e29-3aba-b3e9-6015389c4f38.json
Dompierre-Sur-Besbre;Autres points d'intérêt;Accès libre. Dompierre a été une ville nouvelle... vers le XII° siècle. C'était alors une zone franche.;;0/0b/13-0bfecc80-d9d7-3152-94c5-2045cc2271f7.json
Chapelle Notre-Dame-des-Grâces;Culture et patrimoine;Selon la légende, la Chapelle Notre Dame des Grâces a été bâtie suite à une épidémie de peste au XIVe siècle, à l'emplacement d'une chapelle dédiée à St Antoine. Elle sert aujourd'hui de salle d'exposition et lors d'ateliers pour les enfants.;;0/0c/13-0c0090be-7ace-3f45-88a8-82f426fc2932.json
Marché Alimentaire et produits Manufacturés Place François Mauriac;Spectacles et événements;À deux pas de Lyon, le marché du Mas-du-Taureau vous invite au voyage.;;0/0c/13-0c02550f-2841-33cc-8c19-817f635bf9dd.json
Restaurant la Villa bressane;Hébergement;Notre établissement est ouvert du lundi au vendredi midi en menu ouvrier et le samedi midi en rôtisserie à emporter. Les week-end nous proposons des soirées dansantes et chantantes.;;0/0c/13-0c06a9da-c10b-3ab0-a698-5eb07d4bc351.json
Médiathèque municipale;Culture et patrimoine;Une médiathèque est un établissement culturel qui conserve et met à la disposition du public une collection de documents qui figurent sur des supports variés (livres en tout genre, disque, revue...);;0/0c/13-0c0723fe-aaa5-39f5-9f91-469db28b5fb5.json
Ancien Hôtel-Dieu;Hébergement;Fondé en 1282 et reconstruit à deux reprises aux XIVe et XVe siècles, il fut restauré dans les années 1960. Il a servit d'annexe au centre hospitalier. A découvrir par l'extérieurn sur le parcours du circuit historique de la ville.;;0/0c/13-0c07f4d8-9ef2-3d92-8dc8-a77f6bd98f4a.json
Eglise Saint-Laurent (La Côte d'Aime);Culture et patrimoine;1714 : un maître-maçon piémontais achève de construite la nouvelle église à l’emplacement de la chapelle Saint-Laurent. Changement de décor ! Le retable principal est alors remanié avec des éléments de celui de 1658 sculpté par François Cuénot...;;0/0c/13-0c0a7894-7dac-300e-bfcd-0286c69a075f.json
Evasion Nordique - Chiens de traineaux;Autres points d'intérêt;Envie de Grands Espaces et d’une activité Nature en compagnie d’un animal ? Découvrez l’initiation à la conduite d’attelage ou la cani rando avec de magnifiques chiens de traîneau pour comprendre la vie de la meute.;;0/0c/13-0c0b27e8-a972-3c61-bd7f-c7d85b74d348.json
PR 39 : Circuit de Bel-Air;Nature et détente;Ce circuit presque entièrement en sous-bois, entoure la forêt communale de Trévol, essentiellement constituée de chênes associés à des bouleaux, des charmes et des trembles.;;0/0c/13-0c0c8833-b7b4-3481-8da0-23b055c8dcb1.json
Village de St Christophe en Oisans;Autres points d'intérêt;A_GENERER_VIA_IA;;0/0c/13-0c0c9dbc-09b2-3b26-8a6a-3dfda45ba938.json
Marché nocturne;Spectacles et événements;Organisé par l’Association Les amis des Petits Robins Marché nocturne avec une quinzaine d'exposants.;;0/0c/13-0c0d019a-3af4-3f48-a356-7c05a223ced5.json
Église Saint-Marcel;Culture et patrimoine;Église romane (bulle du pape Urbain II en 1097 : Ecclésiam de Genestinis), se compose de vestiges du XIIe siècle.;;0/0c/13-0c0d0ac9-1cf7-3798-8200-2dfd4d6c3a07.json
Le Resto d'Épicure;Autres points d'intérêt;Restaurant bistronomique au sommet du puy de Dôme.;;0/0c/13-0c0dee0a-41e0-3f16-b18b-6882e2be35a6.json
Héritage;Autres points d'intérêt;Héritage propose une cuisine bistronomique de montagne, sincère, locale et de saison. Un hommage gourmand à l’art de vivre alpin, entre tradition et modernité, à savourer dans un cadre chaleureux et élégant.;;0/0c/13-0c0ef990-47ac-3c2d-bf2f-30e8df74c5a3.json
Le Get à Pan;Autres points d'intérêt;Restaurant familial et chaleureux, assiettes copieuses pour tous les goûts. Repas au coin de la cheminée l'hiver.;;0/0c/13-0c106ac5-f7f9-3a97-ad72-61a125b5d89e.json
Chez Marie Chez Noute;Autres points d'intérêt;"Plat du jour  ""façon grand mère"", salades, burgers, gaufres maison, cheesecake, tarte.
Sur place ou à emporter ! 
Attention :  Places limitées pensez à réserver.";;0/0c/13-0c11444a-ddd5-3b68-b4e9-81ad9d0882fc.json
Restaurant Black Bass;Restauration et gastronomie;Notre restaurant bistronomique vous propose une carte moderne aux accents d’Océanie. Une cuisine inventive, créative, aux saveurs exaltées, dans le cadre lacustre de notre restaurant.;;0/0c/13-0c15db63-f18e-3141-b8e6-8564bdc3f9f2.json
Les Seigneurs FFC n°70;Autres points d'intérêt;"Boucle entre forêt et alpage pour découvrir les hauteurs de Flumet et Notre
Dame de Bellecombe. Monter par la route communale puis la piste forestière au Lachat.";;0/0c/13-0c167400-a852-31d4-9323-5b5029007400.json
Le Passe Franc;Autres points d'intérêt;Adossée aux remparts du village médiéval d'Yvoire, cette maison typique restaurée avec goût fait face au port de plaisance, sa terrasse offre une vue exceptionnelle sur le lac et le débarcadère. Le chef vous fera découvrir la bistronomie du lac.;;0/0c/13-0c178d11-6333-3a20-a781-03f053c488ba.json
Chicano Pizza;Autres points d'intérêt;Chicano Pizza, la différence est dans la pâte : pâte fraîche pétrie chaque jour. A emporter ou livraison sur Issoire, Perrier, Le Broc, Le Breuil-sur-Couze, Orbeil.;;0/0c/13-0c17cbc3-0f9b-3383-90f6-458607973bc5.json
Médiathèque;Culture et patrimoine;A_GENERER_VIA_IA;;0/0c/13-0c1a29f8-068e-3200-9b8a-21d538aaee23.json
La Fromagerie des Belleville;Shopping et artisanat;"Restaurant Fromagerie des Belleville situé au-dessus de la gare routière.
Spécialités fromagères de Savoie: la fondue, raclette traditionnelle, & d'autres à découvrir.
Concoctés par nous en nos murs, à savourer dans une cadre chaleureux & convivial.";;0/0c/13-0c1be86f-23eb-355d-aad3-de34a9e9cf66.json
Résidence de tourisme Les Mouflons 1500;Hébergement;"Au centre de la station, résidence située à 100 m des remontées mécaniques et à côté du petit centre commercial.
Tous les appartements sont équipés de four micro ondes, lave vaisselle, balcon.
Possibilité de séjours d'arrivée le dimanche à dimanche.";;0/0c/13-0c1c2b14-1e9e-347f-be56-0d879c82994e.json
Halte fluviale;Autres points d'intérêt;"Halte fluviale en rive droite du Rhône. 
5 anneaux 
Rampe de mise à l'eau 
A proximité : 
 - Aire de pique-nique 
 - Hôtel restaurant
 - Service liés à la navigation";;0/0c/13-0c1c4034-33ff-31e8-ab6b-eaf612f7dc7e.json
La Libellule d'Asie;Autres points d'intérêt;Venez découvrir la cuisine vietnamienne faite maison, préparée sur place et sans glutamate ajouté.;;0/0c/13-0c1f66fd-aa81-304c-bc53-e3a5632e51c0.json
Marché de Chatonnay;Spectacles et événements;Petit marché avec présence d'un producteur de fruits et légumes, d'un producteur de fromages de chèvres, d'un marchand de poulets rôtis et d'une horticultrice.;;0/0c/13-0c20410c-d7a4-363a-8346-1f79927b83ea.json
Marché des producteurs locaux;Spectacles et événements;Petit marché local vous proposant divers stands de produits locaux.;;0/0c/13-0c20f179-85f1-38d8-8376-c34318603847.json
Boire des Carrés;Autres points d'intérêt;Ancien bras de rivière, transformée en boire, la Boire des Carrés constitue un véritable écrin de nature alliant forêts alluviales, prairies, pelouses et îlots.;;0/0c/13-0c216dc2-720d-3aae-be4b-3687fcdf8c58.json
Centre équestre la Vendée;Sports et activités outdoor;Poney club, centre équestre, écurie de propriétaires.;;0/0c/13-0c21b42c-92da-31aa-905f-a1fa505c93ae.json
Grill le Courcelles;Autres points d'intérêt;Spécialités de grillades et de plats régionaux : pounti, truffade, assiette et plateaux dégustation d'Auvergne, le tout servi dans une salle très claire, charpente apparente, sous une terrasse couverte ou en plein air.;;0/0c/13-0c22e0ce-0fe5-3ce3-b4a6-00b5e67562a1.json
Parcours de mémoire de galets à Roybon;Nature et détente;Capitale des Chambaran, nichée au cœur d'une forêt immense, Roybon conserve dans les murs de ses maisons l'empreinte d'un pays de glaise et de galets.;;0/0c/13-0c23e44d-1fc0-3a2e-ae36-ff47c3870126.json
Marché de Chichilianne;Spectacles et événements;Marché estival à coté du Point d'Infos Touristique tous les jeudis soirs de l’été jusqu'à la fin septembre avec la présence des artisanes, vendeurs de fromages et traiteur, fruits et légumes.;;0/0c/13-0c251aac-ef05-3a64-b537-a84aa3568e8f.json
Grand Hôtel des Terreaux;Hébergement;Idéalement situé au cœur du quartier de Lyon inscrit au Patrimoine Mondial de l'Unesco, le Grand Hôtel des Terreaux vous séduira par son charme et son décor.;;0/0c/13-0c26a48c-7e04-3bc7-9e87-a7b2ad1051df.json
Restaurant Crêperie glacier Bar les 3 Souris;Restauration et gastronomie;Le restaurant vient de se refaire une beauté! Venez découvrir l'ambiance conviviale et chaleureuse des lieux et  sa carte simple et efficace. Restaurant, crêperie, glacier,snack bar sur place ou à emporter.;;0/0c/13-0c274903-93c1-3e52-a4d9-8767245f85f6.json
Le Vieux Pont;Autres points d'intérêt;A_GENERER_VIA_IA;;0/0c/13-0c276247-2300-3367-9f7a-d3e9973ae1a8.json
Le Grand Bec;Autres points d'intérêt;Le chef Dominique Briquet, Maître-Restaurateur, sélectionne avec soin les produits du terroir et apporte une attention toute particulière à l’élaboration d’une cuisine inventive et revisitée, déclinée au gré des saisons.;;0/0c/13-0c282e72-ed20-307a-8c01-713b3037a264.json
Poney Club des Écuries du Parc;Nature et détente;"Poney club situé dans le parc du château en pleine campagne (30 hectares d'un seul tenant). Locations de boxes. 
Pour les anniversaires des enfants (jusqu'à 10 ans), après-midi poney dans le parc.";;0/0c/13-0c2ba288-d9f4-3601-a9b5-82b19bdb1b64.json
Aux délices du coin;Autres points d'intérêt;Situé au cœur du village, au bord des charmantes rues piétonnes, notre restaurant vous accueille dans un cadre authentique et convivial. Nous vous proposons une cuisine traditionnelle.;;0/0c/13-0c2d12ae-0c74-3196-b04f-56e0a8e456a1.json
Inglorious Sports;Autres points d'intérêt;Inglorious sports vous propose du paintball adulte a partir de 12 ans (en calibre 0,68)du paintball enfant a partir de 8 ans(calibre0,50) et du laser game extérieur de 8 a 99 ans.;;0/0c/13-0c2dc1d2-eb00-3b24-b947-8575182cbbda.json
Parcours marche nordique - Vitam Boucle verte;Spectacles et événements;Cette boucle vous permet de découvrir le haut-genevois en surplombant Saint-Julien et l'extrémité du Lac Léman;;0/0c/13-0c2e902a-f2dd-3092-8ddf-ec1cacae99d4.json
Salle de concerts La Presqu'île - SMAC 07;Autres points d'intérêt;La Presqu'île est une salle de concert pouvant accueillir 200 spectateurs et offrant une grande proximité entre les artistes et le public. La programmation est éclectique et variée : rock, blues, musique du monde, électro.. chacun y trouvera son bonheur !;;0/0c/13-0c310dbc-7896-3727-b823-30f735da5f84.json
